sku,product_name,product_name_ar,price,processed_product_name,processed_product_name_ar,combined_master_name,master_dosage,master_form
93,NEXIUM 40 MG 28 TAB,نكسيام 40 مجم 28 قرص,488.0,nexium 40 mg 28 tablet,نكسيام 40 mg 28 tablet,نكسيام 40 مجم 28 قرص NEXIUM 40 MG 28 TAB,40MG,
170,XITHRONE 500 MG 3 TAB,زيثرون 500 مجم 3 اقراص,63.0,xithrone 500 mg 3 tablet,زيثرون 500 mg 3 tablet,زيثرون 500 مجم 3 اقراص XITHRONE 500 MG 3 TAB,500MG,
1956,DIAMICRON MR 60 MG 30 TAB,دياميكرون ام آر 60 مجم 30 قرص,108.0,diamicron mr 60 mg 30 tablet,دياميكرون ام آر 60 mg 30 tablet,دياميكرون ام آر 60 مجم 30 قرص DIAMICRON MR 60 MG 30 TAB,60MG,
345,PHENADONE SYRUP 100 ML,فينادون شراب 100 مل,37.0,phenadone syrup 100 ml,فينادون syrup 100 ml,فينادون شراب 100 مل PHENADONE SYRUP 100 ML,100ML,SYRUP
35,GALVUS MET 1000 MG/50 TAB,جالفس ميت 50/1000 مجم 30 قرص,238.0,galvus met 1000 mg 50 tablet,جالفس ميت 501000 mg 30 tablet,جالفس ميت 50/1000 مجم 30 قرص GALVUS MET 1000 MG/50 TAB,1000MG,
19,JANUMET 50/1000 MG 50 TAB,جانوميت 50/1000 مجم 56 قرص,674.0,janumet 501000 mg 50 tablet,جانوميت 501000 mg 56 tablet,جانوميت 50/1000 مجم 56 قرص JANUMET 50/1000 MG 50 TAB,1000MG,
254,CIALIS 20 MG 4 TAB,سيالس 20 مجم 4 قرص,474.0,cialis 20 mg 4 tablet,سيالس 20 mg 4 tablet,سيالس 20 مجم 4 قرص CIALIS 20 MG 4 TAB,20MG,
66,DAFLON 500 MG 30 TAB,دافلون 500 مجم 30 قرص,190.0,daflon 500 mg 30 tablet,دافلون 500 mg 30 tablet,دافلون 500 مجم 30 قرص DAFLON 500 MG 30 TAB,500MG,
162,ZYRTEC 10 MG 20 TAB,زيرتيك 10 مجم 20 قرص,100.0,zyrtec 10 mg 20 tablet,زيرتيك 10 mg 20 tablet,زيرتيك 10 مجم 20 قرص ZYRTEC 10 MG 20 TAB,10MG,
10148,THIOTACID COMPOUND 600 MG 30 CAP,ثيوتاسيد مركب 600 مجم 30 كبسول,249.0,thiotacid compound 600 mg 30 capsule,ثيوتاسيد مركب 600 mg 30 كبسول,ثيوتاسيد مركب 600 مجم 30 كبسول THIOTACID COMPOUND 600 MG 30 CAP,600MG,
274,BRUFEN 600 MG 30 TAB,بروفين 600 مجم 30 قرص,99.0,brufen 600 mg 30 tablet,بروفين 600 mg 30 tablet,بروفين 600 مجم 30 قرص BRUFEN 600 MG 30 TAB,600MG,
61,FORXIGA 10 MG 28 TAB,فورسيجا 10 مجم 28 قرص,602.0,forxiga 10 mg 28 tablet,فورسيجا 10 mg 28 tablet,فورسيجا 10 مجم 28 قرص FORXIGA 10 MG 28 TAB,10MG,
1023,CONTAFEVER N 200 MG/5ML SYRUP 120 ML,كونتافيفر ان 200مجم/5مل شراب معلق 120 مل,33.0,contafever n 200 mg 5ml syrup 120 ml,كونتافيفر ان 200مجم5مل syrup suspension 120 ml,كونتافيفر ان 200مجم/5مل شراب معلق 120 مل CONTAFEVER N 200 MG/5ML SYRUP 120 ML,200MG,SYRUP
8768,LIMITLESS ALLZYME MAX 20 TAB,ليمتلس الزايم ماكس 20 قرص,145.0,limitless allzyme max 20 tablet,ليمتلس الزايم ماكس 20 tablet,ليمتلس الزايم ماكس 20 قرص LIMITLESS ALLZYME MAX 20 TAB,,
167,AVEROZOLID 600 MG 10 TAB,افيروزوليد 600 مجم 10 قرص,231.0,averozolid 600 mg 10 tablet,افيروزوليد 600 mg 10 tablet,افيروزوليد 600 مجم 10 قرص AVEROZOLID 600 MG 10 TAB,600MG,
258,DIFLUCAN 150 MG 1 CAP,ديفلوكان 150 مجم 1 كبسول,77.0,diflucan 150 mg 1 capsule,ديفلوكان 150 mg 1 كبسول,ديفلوكان 150 مجم 1 كبسول DIFLUCAN 150 MG 1 CAP,150MG,
1639,PROXIMOL 40 MG 40 TAB,بروكسيمول 0.4 مجم 40 قرص,34.0,proximol 40 mg 40 tablet,بروكسيمول 04 mg 40 tablet,بروكسيمول 0.4 مجم 40 قرص PROXIMOL 40 MG 40 TAB,40MG,
62,FORADIL 12 MCG 30 INHALE CAP,فوراديل 30 كبسول للاستنشاق,560.0,foradil 12 mcg 30 inhale capsule,فوراديل 30 كبسول للاستنشاق,فوراديل 30 كبسول للاستنشاق FORADIL 12 MCG 30 INHALE CAP,12MCG,
67,TAMSULIN RETARD 0.4 MG 28 CAP,تامسولين 0.4 مجم 28 كبسول,124.0,tamsulin retard 04 mg 28 capsule,تامسولين 04 mg 28 كبسول,تامسولين 0.4 مجم 28 كبسول TAMSULIN RETARD 0.4 MG 28 CAP,0.4MG,
9827,ZYROVAZET 10/40 MG 30 TAB,زيروفازيت 10/40مجم 30 قرص,456.0,zyrovazet 1040 mg 30 tablet,زيروفازيت 1040مجم 30 tablet,زيروفازيت 10/40مجم 30 قرص ZYROVAZET 10/40 MG 30 TAB,40MG,
168,ENTRESTO 100 MG (51/49) 28 TAB,انتريستو 100 مجم 28 قرص,1700.0,entresto 100 mg 5149 28 tablet,انتريستو 100 mg 28 tablet,انتريستو 100 مجم 28 قرص ENTRESTO 100 MG (51/49) 28 TAB,100MG,
2911,LIMITLESS WOMAN MX 30 TAB,ليمتلس للسيدات ماكس 30 قرص,240.0,limitless woman mx 30 tablet,ليمتلس للسيدات ماكس 30 tablet,ليمتلس للسيدات ماكس 30 قرص LIMITLESS WOMAN MX 30 TAB,,
8767,LIMITLESS OMEGA-3 FISH OIL 2000MG 30 CAP,ليمتلس اوميجا-3 2000 مجم 30 كبسولة,198.0,limitless omega3 fish oil 2000mg 30 capsule,ليمتلس اوميجا3 2000 mg 30 capsule,ليمتلس اوميجا-3 2000 مجم 30 كبسولة LIMITLESS OMEGA-3 FISH OIL 2000MG 30 CAP,2000MG,
894,PERFECTIL 30 TAB TAB,بيرفيكتيل اوريجينال 30 قرص,260.0,perfectil 30 tablet tablet,بيرفيكتيل اوريجينال 30 tablet,بيرفيكتيل اوريجينال 30 قرص PERFECTIL 30 TAB TAB,,
1018,SPASMOREST 20 MG 20 TAB,سبازمورست 20 مجم 20 قرص,19.0,spasmorest 20 mg 20 tablet,سبازمورست 20 mg 20 tablet,سبازمورست 20 مجم 20 قرص SPASMOREST 20 MG 20 TAB,20MG,
183,FEMARA 2.50 MG 30 TAB,فيمارا 2.5مجم 30 قرص,759.0,femara 250 mg 30 tablet,فيمارا 25مجم 30 tablet,فيمارا 2.5مجم 30 قرص FEMARA 2.50 MG 30 TAB,2.50MG,
9958,CONVENTIN 800 MG 30 TAB,كونفنتين 800 مجم 30 قرص,171.0,conventin 800 mg 30 tablet,كونفنتين 800 mg 30 tablet,كونفنتين 800 مجم 30 قرص CONVENTIN 800 MG 30 TAB,800MG,
25,CONCOR 5 MG 30 TAB,كونكور 5 مجم  30 قرص,72.0,concor 5 mg 30 tablet,كونكور 5 mg 30 tablet,كونكور 5 مجم  30 قرص CONCOR 5 MG 30 TAB,5MG,
108,CLAVIMOX 1 G 12 TAB,كلافيموكس 1 جم 12 قرص,130.0,clavimox 1 g 12 tablet,كلافيموكس 1 g 12 tablet,كلافيموكس 1 جم 12 قرص CLAVIMOX 1 G 12 TAB,1G,
493,RANI-F 20 MG 6 SACHETS,رانى - ف 20 مجم فوار 6 كيس,42.0,ranif 20 mg 6 sachets,رانى ف 20 mg فوار 6 كيس,رانى - ف 20 مجم فوار 6 كيس RANI-F 20 MG 6 SACHETS,20MG,
251,CALCITRON 30 CAP,كالسيترون 30 كبسول,132.0,calcitron 30 capsule,كالسيترون 30 كبسول,كالسيترون 30 كبسول CALCITRON 30 CAP,,
78,EPOETIN -SEDICO 4000 I.U./ML VIAL.,ايبوتين - سيديكو 4000 وحدة دولية فيال,196.0,epoetin sedico 4000 iu ml vial,ايبوتين سيديكو 4000 iu vial,ايبوتين - سيديكو 4000 وحدة دولية فيال EPOETIN -SEDICO 4000 I.U./ML VIAL.,,VIAL
10175,NOTUSSIL SUSP. 120 ML,نوتوسيل 4مجم/مل شراب معلق 120 مل,71.0,notussil suspension 120 ml,نوتوسيل 4مجم ml syrup suspension 120 ml,نوتوسيل 4مجم/مل شراب معلق 120 مل NOTUSSIL SUSP. 120 ML,120ML,
145,CAL-MAG 30 TAB,كال - ماج 30 قرص,147.0,calmag 30 tablet,كال ماج 30 tablet,كال - ماج 30 قرص CAL-MAG 30 TAB,,
1011,MERONEM 1 GM I.V. VIAL,ميرونيم 1 جم فيال,385.0,meronem 1 gm iv vial,ميرونيم 1 g vial,ميرونيم 1 جم فيال MERONEM 1 GM I.V. VIAL,1G,VIAL
70,VASTAREL MR 35 MG 30 TAB,فاستاريل ام ار 35 مجم 30 قرص,175.0,vastarel mr 35 mg 30 tablet,فاستاريل ام ار 35 mg 30 tablet,فاستاريل ام ار 35 مجم 30 قرص VASTAREL MR 35 MG 30 TAB,35MG,
100,EXFORGE HCT 5/160/12.5 MG 14 TAB,اكسفورج اتش سي تي 5/160/12.5 مجم 14 قرص,270.0,exforge hct 5160125 mg 14 tablet,اكسفورج اتش سي تي 5160125 mg 14 tablet,اكسفورج اتش سي تي 5/160/12.5 مجم 14 قرص EXFORGE HCT 5/160/12.5 MG 14 TAB,12.5MG,
1355,ZYROVAZET 10MG/10 MG 30 TAB,زيروفازيت 10/10مجم 30 قرص,216.0,zyrovazet 10mg10 mg 30 tablet,زيروفازيت 1010مجم 30 tablet,زيروفازيت 10/10مجم 30 قرص ZYROVAZET 10MG/10 MG 30 TAB,10MG,
136,CLEXANE 80 MG/0.8 ML 2 PREFILLED SYRINGE,كليكسان 80مجم/0.8مل 2 حقنة للحقن تحت الجلد,417.0,clexane 80 mg 08 ml 2 prefilled syringe,كليكسان 80مجم08مل 2 حقنة للحقن تحت الجلد,كليكسان 80مجم/0.8مل 2 حقنة للحقن تحت الجلد CLEXANE 80 MG/0.8 ML 2 PREFILLED SYRINGE,80MG,
92,CRESTOR 10 MG 28 TAB,كريستور 10 مجم 28 قرص,368.0,crestor 10 mg 28 tablet,كريستور 10 mg 28 tablet,كريستور 10 مجم 28 قرص CRESTOR 10 MG 28 TAB,10MG,
829,ONDALENZ 8 MG 5 O.D.F,اوندالينز 8 مجم 5 فيلم سريع الذوبان بالفم,265.0,ondalenz 8 mg 5 odf,اوندالينز 8 mg 5 فيلم سريع الذوبان بالفم,اوندالينز 8 مجم 5 فيلم سريع الذوبان بالفم ONDALENZ 8 MG 5 O.D.F,8MG,
324,GENUPHIL ORIGENAL 50 TAB,جينوفيل اوريجينال 50 قرص,260.0,genuphil origenal 50 tablet,جينوفيل اوريجينال 50 tablet,جينوفيل اوريجينال 50 قرص GENUPHIL ORIGENAL 50 TAB,,
18,CLEXANE 60 MG/0.6 ML 2 PREFILLED SYRINGE,كليكسان 60مجم/0.6مل 2 سرنجة للحقن تحت الجلد,367.0,clexane 60 mg 06 ml 2 prefilled syringe,كليكسان 60مجم06مل 2 سرنجة للحقن تحت الجلد,كليكسان 60مجم/0.6مل 2 سرنجة للحقن تحت الجلد CLEXANE 60 MG/0.6 ML 2 PREFILLED SYRINGE,60MG,
85,BRUFEN 400 MG 30 TAB,بروفين 400 مجم 30 قرص,78.0,brufen 400 mg 30 tablet,بروفين 400 mg 30 tablet,بروفين 400 مجم 30 قرص BRUFEN 400 MG 30 TAB,400MG,
89,ENTRESTO 50 MG (26/24) 28 TAB,انتريستو 50 مجم 28 قرص,1700.0,entresto 50 mg 2624 28 tablet,انتريستو 50 mg 28 tablet,انتريستو 50 مجم 28 قرص ENTRESTO 50 MG (26/24) 28 TAB,50MG,
282,CIALIS 20 MG 2 TAB,سيالس 20 مجم 2 قرص,237.0,cialis 20 mg 2 tablet,سيالس 20 mg 2 tablet,سيالس 20 مجم 2 قرص CIALIS 20 MG 2 TAB,20MG,
33,CEREBROLYSIN 215.2 MG/ML I.M./I.V. AMP 5 * 5 ML,سريبروليسين 215.2 مجم / مل 5 امبول عضل أو وريد 5 مل,740.0,cerebrolysin 2152 mg ml imiv ampoule 5 * 5 ml,سريبروليسين 2152 mg ml 5 ampoule عضل أو وريد 5 ml,سريبروليسين 215.2 مجم / مل 5 امبول عضل أو وريد 5 مل CEREBROLYSIN 215.2 MG/ML I.M./I.V. AMP 5 * 5 ML,215.2MG,
157,ORLY 120 MG 30 CAP,اورلي 120 مجم 30 كبسول,240.0,orly 120 mg 30 capsule,اورلي 120 mg 30 كبسول,اورلي 120 مجم 30 كبسول ORLY 120 MG 30 CAP,120MG,
196,PRONTOGEST 400 MG 30 VAGINAL PESSARIES,برونتوجيست 400 مجم 30 قمع,372.0,prontogest 400 mg 30 vaginal pessaries,برونتوجيست 400 mg 30 قمع,برونتوجيست 400 مجم 30 قمع PRONTOGEST 400 MG 30 VAGINAL PESSARIES,400MG,
50,CONGESTAL 20 TAB,كونجيستال 20 قرص,50.0,congestal 20 tablet,كونجيستال 20 tablet,كونجيستال 20 قرص CONGESTAL 20 TAB,,
521,PARAMOL 500 MG 20 TAB,بارامول 500 مجم 20 قرص,25.0,paramol 500 mg 20 tablet,بارامول 500 mg 20 tablet,بارامول 500 مجم 20 قرص PARAMOL 500 MG 20 TAB,500MG,
125,PULMICORT 0.5 MG/ ML 20 NEBULIZER VIAL,بالميكورت 0.5 مجم/ مل 20 امبول للاستنشاق,752.0,pulmicort 05 mg ml 20 nebulizer vial,بالميكورت 05 mg ml 20 ampoule للاستنشاق,بالميكورت 0.5 مجم/ مل 20 امبول للاستنشاق PULMICORT 0.5 MG/ ML 20 NEBULIZER VIAL,0.5MG,VIAL
3283,LIMITLESS MAN MAX 30 TAB,ليمتلس مان ماكس 30 قرص,240.0,limitless man max 30 tablet,ليمتلس مان ماكس 30 tablet,ليمتلس مان ماكس 30 قرص LIMITLESS MAN MAX 30 TAB,,
1120,LAMIFEN 1%CREAM 15 GM,لاميفين 1% كريم 15 جم,18.0,lamifen 1% cream 15 gm,لاميفين 1% cream 15 g,لاميفين 1% كريم 15 جم LAMIFEN 1%CREAM 15 GM,1%,CREAM
201,FEMOGESAL 21 TAB,فيموجيسال 0.03/0.075 مجم 21 قرص,76.0,femogesal 21 tablet,فيموجيسال 0030075 mg 21 tablet,فيموجيسال 0.03/0.075 مجم 21 قرص FEMOGESAL 21 TAB,,
3049,ACYCLOVIR-MISR 5%TOPICAL CREAM 10 GM,اسيكلوفير 5% كريم 10 جم,25.75,acyclovirmisr 5%topical cream 10 gm,اسيكلوفير 5% cream 10 g,اسيكلوفير 5% كريم 10 جم ACYCLOVIR-MISR 5%TOPICAL CREAM 10 GM,5%,CREAM
37,GYNERA 21 TAB,جينيرا 21 قرص,124.0,gynera 21 tablet,جينيرا 21 tablet,جينيرا 21 قرص GYNERA 21 TAB,,
403,DEVAROL S 200.000 I.U/2 ML 1 I.M AMP.,ديفاورل-اس 200.000 وحدة دولية / 2 مل  1 امبول,34.0,devarol s 200000 iu2 ml 1 im ampoule,ديفاورلاس 200000 iu 2 ml 1 ampoule,ديفاورل-اس 200.000 وحدة دولية / 2 مل  1 امبول DEVAROL S 200.000 I.U/2 ML 1 I.M AMP.,2ML,
545,HERO BABY 1 MILK 400 GM,هيرو بيبي 1 لبن 400 جم,249.0,hero baby 1 milk 400 gm,هيرو بيبي 1 لبن 400 g,هيرو بيبي 1 لبن 400 جم HERO BABY 1 MILK 400 GM,400G,
10269,CIPRA-PRO 10 MG 30 TAB,سيبرا-برو 10مجم 30 قرص,237.0,ciprapro 10 mg 30 tablet,سيبرابرو 10مجم 30 tablet,سيبرا-برو 10مجم 30 قرص CIPRA-PRO 10 MG 30 TAB,10MG,
12627,GLUCOSE 5%-INTRAPHARM INFUSION 500 ML,جلوكوز محلول وريد 500 مل انترافارما,20.0,glucose 5%intrapharm infusion 500 ml,جلوكوز solution وريد 500 ml انترافارما,جلوكوز محلول وريد 500 مل انترافارما GLUCOSE 5%-INTRAPHARM INFUSION 500 ML,5%,
922,IVYROSPAN 35 MG/5ML SYRUP 100 ML,ايفيروسبان شراب 100 مل,55.0,ivyrospan 35 mg 5ml syrup 100 ml,ايفيروسبان syrup 100 ml,ايفيروسبان شراب 100 مل IVYROSPAN 35 MG/5ML SYRUP 100 ML,35MG,SYRUP
47,CONCOR 5 PLUS 5 MG 30 TAB,كونكور بلس 5/12.5مجم 30 قرص,72.0,concor 5 plus 5 mg 30 tablet,كونكور بلس 5125مجم 30 tablet,كونكور بلس 5/12.5مجم 30 قرص CONCOR 5 PLUS 5 MG 30 TAB,5MG,
336,DECANCIT S.R 20 TAB,ديكانسيت اس آر 20 قرص,42.0,decancit sr 20 tablet,ديكانسيت اس آر 20 tablet,ديكانسيت اس آر 20 قرص DECANCIT S.R 20 TAB,,
158,ACETYLCISTEIN 600 MG 10 SACHET,استيل سستايين 600 مجم فوار 10 كيس,70.0,acetylcistein 600 mg 10 sachet,استيل سستايين 600 mg فوار 10 كيس,استيل سستايين 600 مجم فوار 10 كيس ACETYLCISTEIN 600 MG 10 SACHET,600MG,
306,OMNIC OCAS 0.4 MG 30 TAB,اومنيك اوكاس 0.4 مجم 30 قرص ممتد المفعول,282.0,omnic ocas 04 mg 30 tablet,اومنيك اوكاس 04 mg 30 tablet ممتد المفعول,اومنيك اوكاس 0.4 مجم 30 قرص ممتد المفعول OMNIC OCAS 0.4 MG 30 TAB,0.4MG,
354,PANTOGAR 90 CAP,بانتوجار 90 كبسولة,243.0,pantogar 90 capsule,بانتوجار 90 capsule,بانتوجار 90 كبسولة PANTOGAR 90 CAP,,
10140,LIMITLESS OSSOFORTIN D3 (5.000 I.U.) 30 TAB,ليمتليس اوسوفورتين دى3-5000 وحدة 30 قرص,115.0,limitless ossofortin d3 5000 iu 30 tablet,ليمتليس اوسوفورتين دى35000 وحدة 30 tablet,ليمتليس اوسوفورتين دى3-5000 وحدة 30 قرص LIMITLESS OSSOFORTIN D3 (5.000 I.U.) 30 TAB,,
10791,VIRECTA 100 MG 12 TAB,فايركتا 100 مجم 12 قرص,132.0,virecta 100 mg 12 tablet,فايركتا 100 mg 12 tablet,فايركتا 100 مجم 12 قرص VIRECTA 100 MG 12 TAB,100MG,
109,BEBELAC 2 MILK 400 GM,بيبيلاك 2 لبن 400 جم,300.0,bebelac 2 milk 400 gm,بيبيلاك 2 لبن 400 g,بيبيلاك 2 لبن 400 جم BEBELAC 2 MILK 400 GM,400G,
98,NOVORAPID 100 I.U./ ML 5 FLEXPEN,نوفورابيد 100 وحده 5 قلم,1260.0,novorapid 100 iu ml 5 flexpen,نوفورابيد 100 وحده 5 قلم,نوفورابيد 100 وحده 5 قلم NOVORAPID 100 I.U./ ML 5 FLEXPEN,,
128,FLUMOX 500 MG 16 CAP,فلوموكس 500 مجم 16 كبسول,71.0,flumox 500 mg 16 capsule,فلوموكس 500 mg 16 كبسول,فلوموكس 500 مجم 16 كبسول FLUMOX 500 MG 16 CAP,500MG,
8786,FERTITONEX 30 CAP,فرتيتونكس 30 كبسول,300.0,fertitonex 30 capsule,فرتيتونكس 30 كبسول,فرتيتونكس 30 كبسول FERTITONEX 30 CAP,,
852,ZURCAL 40 MG 28 TAB,زوركال 40 مجم 28 قرص,192.0,zurcal 40 mg 28 tablet,زوركال 40 mg 28 tablet,زوركال 40 مجم 28 قرص ZURCAL 40 MG 28 TAB,40MG,
307,ASPOCID PEDIATRIC 75 MG 30 CHEWABLE TAB,اسبوسيد اطفال 75 مجم 30 قرص مضغ,22.5,aspocid pediatric 75 mg 30 chewable tablet,اسبوسيد اطفال 75 mg 30 tablet مضغ,اسبوسيد اطفال 75 مجم 30 قرص مضغ ASPOCID PEDIATRIC 75 MG 30 CHEWABLE TAB,75MG,
131,EXFORGE HCT 10/160/25 MG 14 TAB,اكسفورج اتش سى تى 10/25/160 مجم 14 قرص,270.0,exforge hct 1016025 mg 14 tablet,اكسفورج اتش سى تى 1025160 mg 14 tablet,اكسفورج اتش سى تى 10/25/160 مجم 14 قرص EXFORGE HCT 10/160/25 MG 14 TAB,25MG,
402,OMNEVORA I.M. AMP. 8 * 2 ML,اومنيفورا 8 امبول,128.0,omnevora im ampoule 8 * 2 ml,اومنيفورا 8 ampoule,اومنيفورا 8 امبول OMNEVORA I.M. AMP. 8 * 2 ML,2ML,
9853,STREPTOQUIN 20 TAB,ستربتوكين 20 قرص,46.0,streptoquin 20 tablet,ستربتوكين 20 tablet,ستربتوكين 20 قرص STREPTOQUIN 20 TAB,,
10964,PANADOL EXTRA 48 TAB,بانادول اكسترا 48 قرص,108.0,panadol extra 48 tablet,بانادول اكسترا 48 tablet,بانادول اكسترا 48 قرص PANADOL EXTRA 48 TAB,,
380,DICLAC 75 MG 20 TAB,ديكلاك 75 مجم 20 قرص,90.0,diclac 75 mg 20 tablet,ديكلاك 75 mg 20 tablet,ديكلاك 75 مجم 20 قرص DICLAC 75 MG 20 TAB,75MG,
74,SYSTANE ULTRA EYE DROP 10 ML,سيستان الترا قطرة عين 10 مل,320.0,systane ultra eye drops 10 ml,سيستان الترا drops عين 10 ml,سيستان الترا قطرة عين 10 مل SYSTANE ULTRA EYE DROP 10 ML,10ML,
9768,LIMITLESS MILGA MAX 30 TAB,ليمتلس ميلجا ماكس 30 قرص,248.0,limitless milga max 30 tablet,ليمتلس ميلجا ماكس 30 tablet,ليمتلس ميلجا ماكس 30 قرص LIMITLESS MILGA MAX 30 TAB,,
375,CO-TAREG 80 MG 14 TAB,كو-تارج 80/12.5مجم 14 قرص,132.0,cotareg 80 mg 14 tablet,كوتارج 80125مجم 14 tablet,كو-تارج 80/12.5مجم 14 قرص CO-TAREG 80 MG 14 TAB,80MG,
181,DEPAKINE CHRONO LA 500 MG 30 TAB,ديباكين كرونو 500 مجم 30 قرص,144.0,depakine chrono la 500 mg 30 tablet,ديباكين كرونو 500 mg 30 tablet,ديباكين كرونو 500 مجم 30 قرص DEPAKINE CHRONO LA 500 MG 30 TAB,500MG,
289,EXFORGE 5 MG/160 14 TAB,اكسفورج 5/160 مجم 14 قرص,218.0,exforge 5 mg 160 14 tablet,اكسفورج 5160 mg 14 tablet,اكسفورج 5/160 مجم 14 قرص EXFORGE 5 MG/160 14 TAB,5MG,
151,C-RETARD 500 MG 10 CAP,سي ريتارد 500 مجم 10 كبسول,35.0,cretard 500 mg 10 capsule,سي ريتارد 500 mg 10 كبسول,سي ريتارد 500 مجم 10 كبسول C-RETARD 500 MG 10 CAP,500MG,
298,HELI-CURE 14 TAB,هيليكيور 14 قرص,105.0,helicure 14 tablet,هيليكيور 14 tablet,هيليكيور 14 قرص HELI-CURE 14 TAB,,
10671,CRESTOR 20 MG 28 TAB,كريستور 20 مجم 28 قرص,600.0,crestor 20 mg 28 tablet,كريستور 20 mg 28 tablet,كريستور 20 مجم 28 قرص CRESTOR 20 MG 28 TAB,20MG,
107,CONTROLOC 40 MG I.V. VIAL,كونترولوك 40 مجم فيال,146.0,controloc 40 mg iv vial,كونترولوك 40 mg vial,كونترولوك 40 مجم فيال CONTROLOC 40 MG I.V. VIAL,40MG,VIAL
99,MEGAMOX 1 G 14 TAB,ميجاموكس 1 جم 14 قرص,178.0,megamox 1 g 14 tablet,ميجاموكس 1 g 14 tablet,ميجاموكس 1 جم 14 قرص MEGAMOX 1 G 14 TAB,1G,
55,GABIMASH TABS 800 MG 20,جابيماش 800 مجم 20 قرص,71.0,gabimash tablet 800 mg 20,جابيماش 800 mg 20 tablet,جابيماش 800 مجم 20 قرص GABIMASH TABS 800 MG 20,800MG,
72,ANTODINE 40 MG 30 TAB,انتودين 40 مجم 30 قرص,93.0,antodine 40 mg 30 tablet,انتودين 40 mg 30 tablet,انتودين 40 مجم 30 قرص ANTODINE 40 MG 30 TAB,40MG,
10234,RYBELSUS 14 MG 10 TAB,ريبلسس 14 مجم 10 قرص,1575.0,rybelsus 14 mg 10 tablet,ريبلسس 14 mg 10 tablet,ريبلسس 14 مجم 10 قرص RYBELSUS 14 MG 10 TAB,14MG,
161,ZISROCIN 500 MG 3 CAP,زيثروسين 500 مجم 3 كبسولة,71.0,zisrocin 500 mg 3 capsule,زيثروسين 500 mg 3 capsule,زيثروسين 500 مجم 3 كبسولة ZISROCIN 500 MG 3 CAP,500MG,
13736,SOMATROPIN 4 I.U VIAL,سوماتروبين 4 وحدة دولية  فيال,321.0,somatropin 4 iu vial,سوماتروبين 4 iu vial,سوماتروبين 4 وحدة دولية  فيال SOMATROPIN 4 I.U VIAL,,VIAL
13,CEFOTAX 1 GM I.M./I.V VIAL,سيفوتاكس 1 جم فيال عضل او وريد ايبيكو,43.0,cefotax 1 gm imiv vial,سيفوتاكس 1 g vial عضل او وريد ايبيكو,سيفوتاكس 1 جم فيال عضل او وريد ايبيكو CEFOTAX 1 GM I.M./I.V VIAL,1G,VIAL
271,BRILIQUE 90 MG 56 TAB,بريليك 90 مجم 56 قرص,478.0,brilique 90 mg 56 tablet,بريليك 90 mg 56 tablet,بريليك 90 مجم 56 قرص BRILIQUE 90 MG 56 TAB,90MG,
851,PANTHENOL 2%CREAM 50 GM,بانثينول 2 % كريم 50 جم,60.0,panthenol 2% cream 50 gm,بانثينول 2 % cream 50 g,بانثينول 2 % كريم 50 جم PANTHENOL 2%CREAM 50 GM,2%,CREAM
648,SUPRAX 100 MG/5 ML SUSP. 60ML,سوبراكس 100مجم / 5 مل شراب معلق 60 مل,131.0,suprax 100 mg 5 ml suspension 60ml,سوبراكس 100مجم 5 ml syrup suspension 60 ml,سوبراكس 100مجم / 5 مل شراب معلق 60 مل SUPRAX 100 MG/5 ML SUSP. 60ML,100MG,
9753,VONASPIRE 20 MG 14 TAB,فوناسبير 20 مجم 14 قرص,104.0,vonaspire 20 mg 14 tablet,فوناسبير 20 mg 14 tablet,فوناسبير 20 مجم 14 قرص VONASPIRE 20 MG 14 TAB,20MG,
244,YASMIN 21 TAB,ياسمين 0.03/3مجم 21 قرص,205.0,yasmin 21 tablet,ياسمين 0033مجم 21 tablet,ياسمين 0.03/3مجم 21 قرص YASMIN 21 TAB,,
382,KLACID 500 MG 14 TAB,كلاسيد 500 مجم 14 قرص,257.0,klacid 500 mg 14 tablet,كلاسيد 500 mg 14 tablet,كلاسيد 500 مجم 14 قرص KLACID 500 MG 14 TAB,500MG,
669,MAALOX LEMON 20 SACHETS,مالوكس 20 اكياس ليمون,120.0,maalox lemon 20 sachets,مالوكس 20 اكياس ليمون,مالوكس 20 اكياس ليمون MAALOX LEMON 20 SACHETS,,
278,GANATON 50 MG 30 TAB,جاناتون 50 مجم 30 قرص,90.0,ganaton 50 mg 30 tablet,جاناتون 50 mg 30 tablet,جاناتون 50 مجم 30 قرص GANATON 50 MG 30 TAB,50MG,
148,ROWATINEX 45 CAP,رواتينكس 45 كبسولة,72.0,rowatinex 45 capsule,رواتينكس 45 capsule,رواتينكس 45 كبسولة ROWATINEX 45 CAP,,
698,VARDENORECT 20 MG 8 TAB,فاردينوريكت 20 مجم 8 قرص,60.0,vardenorect 20 mg 8 tablet,فاردينوريكت 20 mg 8 tablet,فاردينوريكت 20 مجم 8 قرص VARDENORECT 20 MG 8 TAB,20MG,
641,ERASTAPEX TRIO 5/20/12.5 MG 30 TAB,ايراستابكس تريو 5/20/12.5 مجم 30 قرص,114.0,erastapex trio 520125 mg 30 tablet,ايراستابكس تريو 520125 mg 30 tablet,ايراستابكس تريو 5/20/12.5 مجم 30 قرص ERASTAPEX TRIO 5/20/12.5 MG 30 TAB,12.5MG,
